tax_id	superkingdom	phylum	class	order	family	genus	species
242	Fungi	Ascomycota	Dothideomycetes	Tubeufiales	Tubeufiaceae	unidentified	Tubeufiaceae_sp
243	Fungi	Glomeromycota	Archaeosporomycetes	Archaeosporales	Archaeosporaceae	Archaeospora	Archaeospora_europaea
244	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pseudopeziza	Pseudopeziza_colensoi
245	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Ganoderma	Ganoderma_sp
246	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	unidentified	Tulasnellaceae_sp
247	Fungi	Glomeromycota	Glomeromycetes	Diversisporales	Diversisporaceae	Diversispora	Diversispora_sp
248	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniaceae	Puccinia	Puccinia_kuehnii
249	Fungi	Ascomycota	Lecanoromycetes	Teloschistales	Teloschistaceae	Blastenia	Blastenia_sp
250	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Brunnipila	Brunnipila_clandestina
251	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	Phyllopsora	Phyllopsora_breviuscula
252	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	unidentified	unidentified	Chaetothyriales_sp
253	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Cyphellophoraceae	Cyphellophora	Cyphellophora_sp
254	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Lipomycetaceae	Dipodascopsis	Dipodascopsis_sp
255	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Hapalopilus	Hapalopilus_tropicus
256	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Inonotus	Inonotus_portoricensis
257	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Pezicula	Pezicula_sp
258	Fungi	Basidiomycota	Dacrymycetes	unidentified	unidentified	unidentified	Dacrymycetes_sp
259	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_sp
260	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Fusarium	Fusarium_oxysporum
261	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Neonectria	Neonectria_sp
262	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_geophylla
263	Fungi	Basidiomycota	Agaricomycetes	Russulales	Stereaceae	Aleurodiscus	Aleurodiscus_patagonicus
264	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ceratocystiopsis	Ceratocystiopsis_minima
265	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Omnidemptus	Omnidemptus_graminis
266	Fungi	Basidiomycota	Microbotryomycetes	Microbotryomycetes_ord_Incertae_sedis	Microbotryomycetes_fam_Incertae_sedis	Colacogloea	Colacogloea_sp
267	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Lycoperdaceae	Lycoperdon	Lycoperdon_fuligineum
268	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_scutula
269	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	unidentified	Clavulinaceae_sp
270	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phellinus	Phellinus_sonorae
271	Fungi	Glomeromycota	Glomeromycetes	Glomerales	Glomeraceae	Dominikia	Dominikia_sp
272	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Ceratocystiopsis	Ceratocystiopsis_minuta
273	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Stephanosporaceae	unidentified	Stephanosporaceae_sp
274	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	Geoglossaceae	Geoglossum	Geoglossum_simile
275	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	unidentified	Ustilaginaceae_sp
276	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Galerina	Galerina_mniophila
277	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	unidentified	unidentified	Thelephorales_sp
278	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_sp
279	Fungi	Mortierellomycota	Mortierellomycetes	Mortierellales	Mortierellaceae	unidentified	Mortierellaceae_sp
280	Fungi	Ascomycota	Sordariomycetes	Microascales	unidentified	unidentified	Microascales_sp
281	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiales_fam_Incertae_sedis	Chalara	Chalara_sp
282	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Bulleribasidiaceae	Derxomyces	Derxomyces_qinlingensis
283	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Physalacriaceae	Flammulina	Flammulina_filiformis
284	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Bolbitiaceae	Conocybe	Conocybe_exannulata
285	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	Clavulinopsis	Clavulinopsis_sp
286	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Bothia	Bothia_castanella
287	Fungi	Basidiomycota	unidentified	unidentified	unidentified	unidentified	Basidiomycota_sp
288	Fungi	Ascomycota	Pezizomycotina_cls_Incertae_sedis	Pezizomycotina_ord_Incertae_sedis	Pezizomycotina_fam_Incertae_sedis	Ciliophora	Ciliophora_sp
289	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Nidulariaceae	Nidularia	Nidularia_deformis
290	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Biscogniauxia	Biscogniauxia_sp
291	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Mycosphaerella	Mycosphaerella_ulmi
292	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Sarcosphaera	Sarcosphaera_sp
293	Fungi	Chytridiomycota	Chytridiomycetes	Chytridiales	Chytriomycetaceae	Rodmanochytrium	Rodmanochytrium_sp
294	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Corneriella	Corneriella_sp
295	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	unidentified	unidentified	Cantharellales_sp
296	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Mallocybe	Mallocybe_sp
297	Fungi	Mucoromycota	Mucoromycetes	Mucorales	Rhizopodaceae	Rhizopus	Rhizopus_stolonifer
298	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Arxiella	Arxiella_sp
299	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporales_fam_Incertae_sedis	Berkleasmium	Berkleasmium_sp
300	Fungi	Basidiomycota	Agaricomycetes	Agaricomycetes_ord_Incertae_sedis	Agaricomycetes_fam_Incertae_sedis	Glutinoagger	Glutinoagger_fibulatus
301	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Valsaceae	Cytospora	Cytospora_pruinopsis
302	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Roccellaceae	Dirina	Dirina_massiliensis
303	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Cordycipitaceae	Torrubiella	Torrubiella_pruinosa
304	Fungi	Ascomycota	Eurotiomycetes	Verrucariales	Verrucariaceae	Verrucaria	Verrucaria_sp
305	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Strophariaceae	Deconica	Deconica_sp
306	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Ramularia	Ramularia_sp
307	Fungi	Ascomycota	Sordariomycetes	Sordariales	Cephalothecaceae	unidentified	Cephalothecaceae_sp
308	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	Chaetosphaeria	Chaetosphaeria_fusiformis
309	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Kazachstania	Kazachstania_aquatica
310	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetaceae	Issatchenkia	Issatchenkia_hanoiensis
311	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	unidentified	Hypocreaceae_sp
312	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	unidentified	Sebacinaceae_sp
313	Fungi	Basidiomycota	Tremellomycetes	Tremellales	Tremellaceae	Cryptococcus	Cryptococcus_sp
314	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_catalaunica
315	Fungi	Basidiomycota	Ustilaginomycetes	Ustilaginales	Ustilaginaceae	Ustilago	Ustilago_sporoboli-indici
316	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_fuscescentipes
317	Fungi	Ascomycota	Sordariomycetes	Phyllachorales	Phyllachoraceae	Phyllachora	Phyllachora_maydis
318	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hydnangiaceae	Laccaria	Laccaria_sp
319	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Tympanis	Tympanis_fasciculata
320	Fungi	Ascomycota	Lecanoromycetes	Peltigerales	Peltigeraceae	Peltigera	Peltigera_extenuata
321	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Hygrophorus	Hygrophorus_sp
322	Fungi	Ascomycota	Sordariomycetes	Chaetosphaeriales	Chaetosphaeriaceae	unidentified	Chaetosphaeriaceae_sp
323	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Caryophylloseptoria	Caryophylloseptoria_pseudolychnidis
324	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Metschnikowiaceae	Clavispora	Clavispora_sp
325	Fungi	Ascomycota	Sordariomycetes	Diaporthales	unidentified	unidentified	Diaporthales_sp
326	Fungi	Ascomycota	Sordariomycetes	Ophiostomatales	Ophiostomataceae	Sporothrix	Sporothrix_zambiensis
327	Fungi	Chytridiomycota	Rhizophlyctidomycetes	Rhizophlyctidales	Rhizophlyctidaceae	Rhizophlyctis	Rhizophlyctis_sp
328	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Pseudocosmospora	Pseudocosmospora_sp
329	Fungi	Basidiomycota	Agaricomycetes	Russulales	Lachnocladiaceae	Vararia	Vararia_cremea
330	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Heterosphaeria	Heterosphaeria_veratri
331	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Didymosphaeriaceae	Paraphaeosphaeria	Paraphaeosphaeria_angularis
332	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Arcopilus	Arcopilus_cupreus
333	Fungi	Rozellomycota	Rozellomycotina_cls_Incertae_sedis	GS05	unidentified	unidentified	GS05_sp
334	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Nectriaceae	Dactylonectria	Dactylonectria_anthuriicola
335	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Aureoboletus	Aureoboletus_venustus
336	Fungi	Ascomycota	Lecanoromycetes	Pertusariales	Megasporaceae	Aspicilia	Aspicilia_supertegens
337	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Cantharellales_fam_Incertae_sedis	Burgoa	Burgoa_sp
338	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	unidentified	Halosphaeriaceae_sp
339	Fungi	Ascomycota	Sordariomycetes	Hypocreales	Hypocreaceae	Trichoderma	Trichoderma_luteocrystallinum
340	Fungi	Ascomycota	Pezizomycetes	Pezizales	Tuberaceae	Tuber	Tuber_sp
341	Fungi	Ascomycota	Leotiomycetes	Thelebolales	unidentified	unidentified	Thelebolales_sp
342	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_fuscocinerea
343	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Hymenoscyphus	Hymenoscyphus_sp
344	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Leptosphaeria	Leptosphaeria_sp
345	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Mycena	Mycena_maculata
346	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Arctoparmelia	Arctoparmelia_collatolica
347	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Phaeosphaeriaceae	Setophoma	Setophoma_sacchari
348	Fungi	Basidiomycota	Agaricomycetes	Hysterangiales	unidentified	unidentified	Hysterangiales_sp
349	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Serendipitaceae	Serendipita	Serendipita_sp
350	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Tricholomataceae	Tricholoma	Tricholoma_sp
351	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Trichocomaceae	Talaromyces	Talaromyces_sp
352	Fungi	Ascomycota	Arthoniomycetes	Arthoniales	Arthoniaceae	Bryostigma	Bryostigma_sp
353	Fungi	Basidiomycota	Agaricomycetes	Auriculariales	Hyaloriaceae	Myxarium	Myxarium_sp
354	Fungi	Ascomycota	Leotiomycetes	Helotiales	Marthamycetaceae	Marthamyces	Marthamyces_johnstonii
355	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Peziza	Peziza_atrovinosa
356	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Hohenbuehelia	Hohenbuehelia_sp
357	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Parmeliaceae	Usnea	Usnea_cornuta
358	Fungi	Basidiomycota	Agaricomycetes	Boletales	Hygrophoropsidaceae	Hygrophoropsis	Hygrophoropsis_aurantiaca
359	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Rhinocladiella	Rhinocladiella_sp
360	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariales_fam_Incertae_sedis	Tristratiperidium	Tristratiperidium_microsporum
361	Fungi	Basidiomycota	Agaricomycetes	Geastrales	Geastraceae	Geastrum	Geastrum_brunneocapillatum
362	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Amanitaceae	Amanita	Amanita_rhopalopus
363	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	unidentified	Inocybaceae_sp
364	Fungi	Ascomycota	Leotiomycetes	Helotiales	Pezizellaceae	Porodiplodia	Porodiplodia_livistonae
365	Fungi	Ascomycota	Pezizomycetes	Pezizales	Helvellaceae	Barssia	Barssia_luyashanensis
366	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_rufus
367	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_rubrocorrugatus
368	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Rhodocollybia	Rhodocollybia_butyracea
369	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Phylloporia	Phylloporia_sp
370	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_ochroalba
371	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_chichuensis
372	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Stereocaulon	Stereocaulon_fecundum
373	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Ramalinaceae	unidentified	Ramalinaceae_sp
374	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Inocybaceae	Inocybe	Inocybe_tenebrosa
375	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_asiae-orientalis
376	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_furfuraceus
377	Fungi	Ascomycota	Lecanoromycetes	Lecanorales	Stereocaulaceae	Stereocaulon	Stereocaulon_oregonense
378	Fungi	Ascomycota	Sordariomycetes	Sordariales	Chaetomiaceae	Thielavia	Thielavia_fragilis
379	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_hirtipes
380	Fungi	Ascomycota	Sordariomycetes	Magnaporthales	Magnaporthaceae	Deightoniella	Deightoniella_sp
381	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_glabrigracilis
382	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_politus
383	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Capitotricha	Capitotricha_bicolor
384	Fungi	Chytridiomycota	GS14	unidentified	unidentified	unidentified	GS14_sp
385	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_tangerinus
386	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactarius	Lactarius_laccarioides
387	Fungi	Kickxellomycota	Kickxellomycetes	Kickxellales	Kickxellaceae	Ramicandelaber	Ramicandelaber_sp
388	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_luteorubella
389	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_cyanoxantha
390	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Psathyrellaceae	Psathyrella	Psathyrella_caput-medusae
391	Fungi	Ascomycota	Leotiomycetes	Helotiales	Rutstroemiaceae	unidentified	Rutstroemiaceae_sp
392	Fungi	Basidiomycota	Agaricomycetes	Hymenochaetales	Hymenochaetaceae	Fuscoporia	Fuscoporia_sp
393	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	Plenodomus	Plenodomus_biglobosus
394	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	Ramaria	Ramaria_primulina
395	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_azurea
396	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_tropicalis
397	Fungi	Ascomycota	Leotiomycetes	Helotiales	Helotiaceae	Cenangiopsis	Cenangiopsis_sp
398	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phlebiopsis	Phlebiopsis_crassa
399	Fungi	Ascomycota	Orbiliomycetes	Orbiliales	Orbiliaceae	Orbilia	Orbilia_tenebricosa
400	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Rossbeevera	Rossbeevera_sp
401	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Melanommataceae	Herpotrichia	Herpotrichia_sp
402	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_virescens
403	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_kanadii
404	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Septoria	Septoria_saccardoi
405	Fungi	Ascomycota	Dothideomycetes	Capnodiales	Mycosphaerellaceae	Passalora	Passalora_sp
406	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_mustelina
407	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_flavida
408	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Russula	Russula_xanthovirens
409	Fungi	Basidiomycota	Agaricomycetes	Gomphales	Gomphaceae	unidentified	Gomphaceae_sp
410	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Sutorius	Sutorius_luridiformis
411	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Boletus	Boletus_satanas
412	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Caloboletus	Caloboletus_marshii
413	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Rubroboletus	Rubroboletus_haematinus
414	Fungi	Ascomycota	Sordariomycetes	Togniniales	Togniniaceae	Phaeoacremonium	Phaeoacremonium_inflatipes
415	Fungi	Monoblepharomycota	Sanchytriomycetes	Sanchytriales	Sanchytriaceae	unidentified	Sanchytriaceae_sp
416	Fungi	Basidiomycota	Agaricomycetes	Polyporales	unidentified	unidentified	Polyporales_sp
417	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Tulasnellaceae	Epulorhiza	Epulorhiza_sp
418	Fungi	Basidiomycota	Agaricomycetes	Sebacinales	Sebacinaceae	Sebacina	Sebacina_sp
419	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pezizaceae	Terfezia	Terfezia_leptoderma
420	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Hygrophoraceae	Cora	Cora_minor
421	Fungi	Ascomycota	Sordariomycetes	Sordariales	Sordariales_fam_Incertae_sedis	Remersonia	Remersonia_thermophila
422	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pluteaceae	Pluteus	Pluteus_satur
423	Fungi	Glomeromycota	Glomeromycetes	Gigasporales	Gigasporaceae	Scutellospora	Scutellospora_sp
424	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Agaricus	Agaricus_erectosquamosus
425	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Cronartiaceae	Cronartium	Cronartium_ribicola
426	Fungi	Ascomycota	Sordariomycetes	Xylariales	Xylariaceae	Hypoxylon	Hypoxylon_munkii
427	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Cronartiaceae	Cronartium	Cronartium_comandrae
428	Fungi	Basidiomycota	Agaricomycetes	Boletales	Boletaceae	Phylloporus	Phylloporus_imbricatus
429	Fungi	Basidiomycota	Pucciniomycetes	Pucciniales	Pucciniastraceae	Thekopsora	Thekopsora_ostryae
430	Fungi	Ascomycota	Eurotiomycetes	Coryneliales	unidentified	unidentified	Coryneliales_sp
431	Fungi	Ascomycota	Sordariomycetes	Diaporthales	Diaporthaceae	Diaporthe	Diaporthe_litoricola
432	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	unidentified	Agaricaceae_sp
433	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Tomentella	Tomentella_sp
434	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Ganodermataceae	Donkioporia	Donkioporia_expansa
435	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Clavulinaceae	Membranomyces	Membranomyces_sp
436	Fungi	Basidiomycota	Agaricomycetes	Russulales	Russulaceae	Lactifluus	Lactifluus_sp
437	Fungi	Basidiomycota	Agaricomycetes	Atheliales	Atheliaceae	unidentified	Atheliaceae_sp
438	Fungi	Basidiomycota	Agaricomycetes	Thelephorales	Thelephoraceae	Pseudotomentella	Pseudotomentella_sp
439	Fungi	Ascomycota	Sordariomycetes	Microascales	Ceratocystidaceae	Endoconidiophora	Endoconidiophora_rufipennis
440	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	Mollisia	Mollisia_sp
441	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Leptosphaeriaceae	unidentified	Leptosphaeriaceae_sp
442	Fungi	Ascomycota	Geoglossomycetes	Geoglossales	unidentified	unidentified	Geoglossales_sp
443	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Paratricharina	Paratricharina_sp
444	Fungi	Ascomycota	Eurotiomycetes	Chaetothyriales	Herpotrichiellaceae	Cladophialophora	Cladophialophora_sp
445	Fungi	Basidiomycota	Tremellomycetes	Trichosporonales	Trichosporonaceae	Apiotrichum	Apiotrichum_sp
446	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Agaricaceae	Lepiota	Lepiota_sosuensis
447	Fungi	Ascomycota	GS37	GS37	unidentified	unidentified	GS37_sp
448	Fungi	Ascomycota	Sordariomycetes	Microascales	Halosphaeriaceae	Corollospora	Corollospora_maritima
449	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Omphalotaceae	Gymnopus	Gymnopus_sp
450	Fungi	Basidiomycota	Agaricomycetes	Cantharellales	Ceratobasidiaceae	Ceratobasidium	Ceratobasidium_cereale
451	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Pleurotaceae	Pleurotus	Pleurotus_giganteus
452	Fungi	Ascomycota	Dothideomycetes	Dothideales	Aureobasidiaceae	Aureobasidium	Aureobasidium_pullulans
453	Fungi	Ascomycota	Leotiomycetes	Helotiales	Hyaloscyphaceae	Lachnellula	Lachnellula_resinaria
454	Fungi	Ascomycota	Pezizomycetes	Pezizales	Pyronemataceae	Lamprospora	Lamprospora_sp
455	Fungi	Ascomycota	Leotiomycetes	Helotiales	Dermateaceae	unidentified	Dermateaceae_sp
456	Fungi	Ascomycota	Saccharomycetes	Saccharomycetales	Saccharomycetales_fam_Incertae_sedis	Candida	Candida_thaimueangensis
457	Fungi	Basidiomycota	Microbotryomycetes	Microbotryales	Microbotryaceae	Microbotryum	Microbotryum_parlatorei
458	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_flavipes
459	Fungi	Basidiomycota	Agaricomycetes	Polyporales	Phanerochaetaceae	Phanerochaete	Phanerochaete_sp
460	Fungi	Ascomycota	Dothideomycetes	Pleosporales	Pleosporaceae	unidentified	Pleosporaceae_sp
461	Fungi	Basidiomycota	Agaricomycetes	Agaricales	Clavariaceae	unidentified	Clavariaceae_sp
462	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_georgiense
463	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_terreus
464	Fungi	Basidiomycota	Agaricomycetes	Trechisporales	Hydnodontaceae	Trechispora	Trechispora_sp
465	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_mallochii
466	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_herquei
467	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_sclerotiorum
468	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_awamori
469	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Aspergillus	Aspergillus_westerdijkiae
470	Fungi	Ascomycota	Eurotiomycetes	Eurotiales	Aspergillaceae	Penicillium	Penicillium_simplicissimum
